,Price,Address,PropertyType,Beds,Baths,Sqft,YearBuilt,WalkScore,TransitScore,ParkingPrice,ParkingType,Cooling,Laundry,Description,Clean Description,apartment,bedroom,kitchen,apartments,new,parking,available,located,one,rent,room,less,floor,water,laundry,gas,access,living,site,street,center,floors,park,features
10,1215.0,5437 Ellsworth Ave Pittsburgh PA 15232,0.0,1.0,1.0,725.0,1950,96.0,73.0,0.0,1.0,1.0,2.0,"This timeless apartment building is located only a few blocks from the exciting and popular Walnut Street.Features:-Studios to 1 bedroom apartments-Pet friendly-No Security Deposit-Heat, water, cooking gas, hot water, sewage and trash included in rent-Off-street parking in garage (subject to availability)-PITT-CMU-UPMC Area-On-site laundry-Intercom entrance-Air conditioning-Hardwood floors-Fully equipped kitchens with dishwashers",this timeless apartment building is located only a few blocks from the exciting and popular walnut street features studios to bedroom apartments pet friendly no security deposit heat water cooking gas hot water sewage and trash included in rent off street parking in garage subject to availability pitt cmu upmc area on site laundry intercom entrance air conditioning hardwood floors fully equipped kitchens with dishwashers,2,1,1,1,0,1,0,1,0,1,1,1,1,2,1,1,0,0,1,2,0,1,1,1
11,1900.0,328 Amber St Pittsburgh PA 15206,0.0,2.0,2.0,900.0,1950,93.0,70.0,0.0,1.0,1.0,1.0,"AVAILABLE MAY 2021
This lovely apartment has 2 large bedrooms and 2 full bathrooms. It has an equipped kitchen.
$1900 deposit and $1900 per month
Tenant pays gas and electric
Cats may be considered with an additional deposit
No Dogs
No Smoking in the unit
No Section 8

Tenant pays gas and electricRead less",available may this lovely apartment has large bedrooms and full bathrooms it has an equipped kitchen deposit and per month tenant pays gas and electric cats may be considered with an additional deposit no dogs no smoking in the unit no section tenant pays gas and electricread less,1,1,1,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
12,705.0,5492 Youngridge Dr Pittsburgh PA 15236,0.0,2.0,1.0,658.0,1950,52.0,38.0,0.0,0.0,1.0,2.0,"Experience the difference. Experience The Alden South Hills. The community is under new ownership and new management with a whole new look. Our newly renovated apartment homes offer comfort, style and convenience. The open floor plans are perfect for entertaining. Your new modern appliances and designer kitchens will be the envy of your friends. Our renovations do not just end with the apartment. Not only will you love to show off your new home, but The Alden is the only community in Pittsburgh to have a stunning NEW 15,000 square foot clubhouse with resident business center and conference room, clubroom for lounging around and a private terrace that overlooks the pool. All of our valued residents will be able to relax poolside with a shimmering pool and sun deck. A great place to escape on a hot day. You will be able to stay fit in our state of the art fitness center! We love pets and we\u0027re the perfect place for you and your four legged friends. Located on 56 park like acres, you have tons of space to take your dog for a walk. The community has two convenient playgrounds, a basketball court with multiple grilling and picnic areas. Your South Hills location is a commuter\u0027s dream. You are just a 5 minute drive to the Library Street T station, just minutes from downtown Pittsburgh, I-376, I-79 and I-51 and multiple bus stops are located throughout the community. Experience a whole new lifestyle! 24 Hour Emergency Maintenance, Baldwin-Whitehall School District, Breakfast Bars Available, Community and Private Garages Available, Convenient to Shopping and Restaurants, Cozy Resident Lounge with Business Center and Meeting Room, Decorative Ceiling Fans, Designer Kitchens in Select Apartments, Fixed Water Rates, Granite Like Counter Tops with New Lighting, High-speed Internet, Individual Climate Control, Laundry Care Center in Every Building, Microwave (Select Units), New Clubhouse and Fitness Center Now Open!!!, New Kitchens Available, One, Two and Three Bedroom Units Available, Online Maintenance Requests, Online Payments and Credit Cards Accepted, Online Rent Payment and Resident Portal, Other, Pet friendly, Pets Welcome ( Weight limit for Apts & Townhomes: Breed Restrictions Apply), Picnic Areas with Grilling Stations, Public Transportation On-Site, Relaxing Sundeck with FREE WiFi, Renovated Bathrooms with a Pedastal Sink, Renovated Kitchens with Full Size Black Appliances, Shimmering Outdoor Pool, Spacious Floor Plans, Two Fantastic Playgrounds, Under New Management and Ownership, Wall to Wall Carpet, Washer/Dryers in Select Apartments",experience the difference experience the alden south hills the community is under new ownership and new management with a whole new look our newly renovated apartment homes offer comfort style and convenience the open floor plans are perfect for entertaining your new modern appliances and designer kitchens will be the envy of your friends our renovations do not just end with the apartment not only will you love to show off your new home but the alden is the only community in pittsburgh to have a stunning new square foot clubhouse with resident business center and conference room clubroom for lounging around and a private terrace that overlooks the pool all of our valued residents will be able to relax poolside with a shimmering pool and sun deck a great place to escape on a hot day you will be able to stay fit in our state of the art fitness center we love pets and we u re the perfect place for you and your four legged friends located on park like acres you have tons of space to take your dog for a walk the community has two convenient playgrounds a basketball court with multiple grilling and picnic areas your south hills location is a commuter u s dream you are just a minute drive to the library street t station just minutes from downtown pittsburgh i i and i and multiple bus stops are located throughout the community experience a whole new lifestyle hour emergency maintenance baldwin whitehall school district breakfast bars available community and private garages available convenient to shopping and restaurants cozy resident lounge with business center and meeting room decorative ceiling fans designer kitchens in select apartments fixed water rates granite like counter tops with new lighting high speed internet individual climate control laundry care center in every building microwave select units new clubhouse and fitness center now open new kitchens available one two and three bedroom units available online maintenance requests online payments and credit cards accepted online rent payment and resident portal other pet friendly pets welcome weight limit for apts townhomes breed restrictions apply picnic areas with grilling stations public transportation on site relaxing sundeck with free wifi renovated bathrooms with a pedastal sink renovated kitchens with full size black appliances shimmering outdoor pool spacious floor plans two fantastic playgrounds under new management and ownership wall to wall carpet washer dryers in select apartments,4,1,4,2,12,0,4,2,1,1,5,0,2,1,1,0,0,0,1,1,5,0,1,0
13,1675.0,80 Sandune Dr Pittsburgh PA 15239,0.0,3.0,1.0,1000.0,1950,50.0,18.0,0.0,0.0,1.0,2.0,"Holiday Park is well-planned, self contained community that\u0027s an integral part of the Pittsburgh area. Within minutes of Holiday Park you will find excellent schools, public transportation, shopping, medical offices, recreation, sports programs, day care facilities and fitness facilities. Located off of Route 286 to Business 22 you will find it convenient to the Pennsylvania Turnpike, the Parkway East, Pittsburgh, Greensburg, Oakland, Shadyside and Squirrel Hill. Enjoy a night out at the Waterfront or South side. Close to the Monroeville Mall you will find great shopping, entertainment and wonderful restaurants. A few of the many highlights of our townhomes include patios, garages, and the conveniences of in house laundry rooms, many include full size washers and dryers. Some of the apartment homes have private balconies for you to relax and enjoy your leisure moments. We also have laundry facilities and off street parking. The two and three bedroom luxury townhomes, nestled in an elegant setting, offer 2.5 baths, eat-in kitchens, dining rooms, garage, balcony and a fireplace. Holiday Park Apartments and Townhomes, we are always there for you. Take advantage of our gift to you when you make your home with us. (All new one year leases include one year membership to YMCA.) You\u0027ll appreciate the Property Concierge Advantage with dedicated and attentive staff, available 24 hours daily. On-site service personnel assures that your living experience at Holiday Park Apartments and Townhomes is enjoyable and carefree. 24 Hour Emergency Maintenance, Balconies and Patios in Select Homes, Close to PA Turnpike and Parkway East, Employer Discounts, Finished Basements - Select Homes, Located near Plum, Monroeville & Murrysville, One & Two Car Garages *Select Units, Pet Friendly (Restrictions Apply), Some with Gas Fireplace, Some with Vaulted Ceilings and Skylights, Storage Available in Select Homes, Upgraded Kitchens, Washer/Dryer Included in Select Homes",holiday park is well planned self contained community that u s an integral part of the pittsburgh area within minutes of holiday park you will find excellent schools public transportation shopping medical offices recreation sports programs day care facilities and fitness facilities located off of route to business you will find it convenient to the pennsylvania turnpike the parkway east pittsburgh greensburg oakland shadyside and squirrel hill enjoy a night out at the waterfront or south side close to the monroeville mall you will find great shopping entertainment and wonderful restaurants a few of the many highlights of our townhomes include patios garages and the conveniences of in house laundry rooms many include full size washers and dryers some of the apartment homes have private balconies for you to relax and enjoy your leisure moments we also have laundry facilities and off street parking the two and three bedroom luxury townhomes nestled in an elegant setting offer baths eat in kitchens dining rooms garage balcony and a fireplace holiday park apartments and townhomes we are always there for you take advantage of our gift to you when you make your home with us all new one year leases include one year membership to ymca you u ll appreciate the property concierge advantage with dedicated and attentive staff available hours daily on site service personnel assures that your living experience at holiday park apartments and townhomes is enjoyable and carefree hour emergency maintenance balconies and patios in select homes close to pa turnpike and parkway east employer discounts finished basements select homes located near plum monroeville murrysville one two car garages select units pet friendly restrictions apply some with gas fireplace some with vaulted ceilings and skylights storage available in select homes upgraded kitchens washer dryer included in select homes,3,1,2,2,1,1,2,2,3,0,3,0,0,1,2,1,0,1,1,1,0,0,7,0
14,1950.0,423 Highland Ave Pittsburgh PA 15206,0.0,2.0,1.0,1095.0,1950,50.0,46.0,0.0,0.0,1.0,2.0,"Studio Apartment at 423 S. Highland Avenue S5 - Five S. Highland Avenue is a cute studio apartment on the second floor. Up two carpeted flights of stairs, the apartment opens into a cute micro-study perfect for a little work space. A trio of tall and wide windows brighten the main room, which looks over the front lawn of this S. Highland Avenue building. Trees and pleasant residences surround you, but you'll still be just blocks from a variety of shops and restaurants. Carnegie Mellon University, Chatham University, UPMC Shadyside, and the University of Pittsburgh are all well within two miles. The apartment features a fully equipped kitchen. A cream-colored restroom with full bathtub and shower is situated in the back. Click here for an immersive 360 VR Tour of the apartment:For more information, click on the link below to visit our website:No Cats Allowed(RLNE5857802)",studio apartment at s highland avenue s five s highland avenue is a cute studio apartment on the second floor up two carpeted flights of stairs the apartment opens into a cute micro study perfect for a little work space a trio of tall and wide windows brighten the main room which looks over the front lawn of this s highland avenue building trees and pleasant residences surround you but you ll still be just blocks from a variety of shops and restaurants carnegie mellon university chatham university upmc shadyside and the university of pittsburgh are all well within two miles the apartment features a fully equipped kitchen a cream colored restroom with full bathtub and shower is situated in the back click here for an immersive vr tour of the apartment for more information click on the link below to visit our website no cats allowed rlne,5,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1
15,1215.0,5437 Ellsworth Ave Pittsburgh PA 15232,0.0,1.0,1.0,720.0,1950,96.0,73.0,0.0,1.0,1.0,2.0,"This timeless apartment building is located only a few blocks from the exciting and popular Walnut Street.Features:-Studios to 1 bedroom apartments-Pet friendly-No Security Deposit-Heat, water, cooking gas, hot water, sewage and trash included in rent-Off-street parking in garage (subject to availability)-PITT-CMU-UPMC Area-On-site laundry-Intercom entrance-Air conditioning-Hardwood floors-Fully equipped kitchens with dishwashers",this timeless apartment building is located only a few blocks from the exciting and popular walnut street features studios to bedroom apartments pet friendly no security deposit heat water cooking gas hot water sewage and trash included in rent off street parking in garage subject to availability pitt cmu upmc area on site laundry intercom entrance air conditioning hardwood floors fully equipped kitchens with dishwashers,2,1,1,1,0,1,0,1,0,1,1,1,1,2,1,1,0,0,1,2,0,1,1,1
16,1250.0,436 1st Ave Pittsburgh PA 15219,0.0,0.0,1.0,625.0,1950,95.0,98.0,0.0,1.0,1.0,2.0,"We offer spacious floor plans with contemporary updates and thoughtful restorations, all in an authentic historic building in Downtown Pittsburgh.",we offer spacious floor plans with contemporary updates and thoughtful restorations all in an authentic historic building in downtown pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,1325.0,4601 Bayard St Pittsburgh PA 15213,0.0,2.0,1.0,836.0,1913,90.0,70.0,110.0,1.0,0.0,3.0,"Situated between the residential neighborhoods of North Oakland and Shadyside, the King Edward is the ideal location in Pittsburgh. Three blocks from the University of Pittsburgh, four blocks from the Carnegie Mellon, and a mere eight blocks from Walnut Street, this luxurious building boasts spacious apartments in an ideal location. Imagine the daily enjoyment of the King Edward&#8217;s majestic splendor and architectural details. It&#8217;s everything you want in urban living: convenient location, unique apartments with style, character, and storage space. Laundry Facilities Onsite, Online Payments, onsite laundry and parking options, Public Transportation, Walking Distance To Universities, Washer/Dryer",situated between the residential neighborhoods of north oakland and shadyside the king edward is the ideal location in pittsburgh three blocks from the university of pittsburgh four blocks from the carnegie mellon and a mere eight blocks from walnut street this luxurious building boasts spacious apartments in an ideal location imagine the daily enjoyment of the king edward s majestic splendor and architectural details it s everything you want in urban living convenient location unique apartments with style character and storage space laundry facilities onsite online payments onsite laundry and parking options public transportation walking distance to universities washer dryer,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,1,0
18,1348.0,5557 Hobart St Pittsburgh PA 15217,0.0,2.0,1.0,924.0,1950,80.0,50.0,0.0,1.0,0.0,1.0,"Hobart Court is a no-brainer if you're looking for a comfortable apartment in an ideal location. The building has attractive curb appeal with well-kept landscaping and outdoor space in the courtyard. It holds one and two bedroom units with a handful of different floor plans to choose from. Most units have up-to-date kitchens and bathrooms, large living areas, as well as considerably bright windows. Some units feature original fireplaces, wood-inspired flooring, and ample closet space. Hobart Court has all the makings of a cozy apartment, and the location is the cherry on top! Only five minutes from the campuses of PITT and CMU, just down the road from Schenley Park, and within walking distance to Squirrel Hill's main strip, Murray Ave, you can easily walk to the grocery store, take a stroll to grab a cup of coffee, or to pick up that take-out you've been craving. Plus, there is a Healthy Ride Bike Station nearby and Hobart Court is a stop on Walnut Capital's resident shuttle route that goes around Pittsburgh's East End! You're a student? Lucky you! There are stops at CMU and PITT.",hobart court is a no brainer if you re looking for a comfortable apartment in an ideal location the building has attractive curb appeal with well kept landscaping and outdoor space in the courtyard it holds one and two bedroom units with a handful of different floor plans to choose from most units have up to date kitchens and bathrooms large living areas as well as considerably bright windows some units feature original fireplaces wood inspired flooring and ample closet space hobart court has all the makings of a cozy apartment and the location is the cherry on top only five minutes from the campuses of pitt and cmu just down the road from schenley park and within walking distance to squirrel hill s main strip murray ave you can easily walk to the grocery store take a stroll to grab a cup of coffee or to pick up that take out you ve been craving plus there is a healthy ride bike station nearby and hobart court is a stop on walnut capital s resident shuttle route that goes around pittsburgh s east end you re a student lucky you there are stops at cmu and pitt,2,1,1,0,0,0,0,0,1,1,2,0,2,0,0,0,0,1,0,0,0,0,1,0
19,1155.0,2715 Murray Ave Pittsburgh PA 15217,0.0,1.0,1.0,770.0,1950,89.0,51.0,0.0,1.0,1.0,2.0,"The Morrowfield was built in the heyday of the newly emerging world of automobiles and movies. This grand structure was originally built as a luxury hotel and apartment building - it was converted to only apartments in the 1940's. Features:-Studios, 1 and 2 bedroom apartments-Pet friendly (furnished apartments are NOT pet friendly)-No Security Deposit-Heat (in most cases), water, cooking gas, hot water, sewage and trash included in rent-Off-street parking in garage (subject to availability)-PITT-CMU-UPMC Area-On-site laundry-Two passenger elevators-Intercom entrance-Air conditioning-Hardwood floors or carpet-Fully equipped kitchens",the morrowfield was built in the heyday of the newly emerging world of automobiles and movies this grand structure was originally built as a luxury hotel and apartment building it was converted to only apartments in the s features studios and bedroom apartments pet friendly furnished apartments are not pet friendly no security deposit heat in most cases water cooking gas hot water sewage and trash included in rent off street parking in garage subject to availability pitt cmu upmc area on site laundry two passenger elevators intercom entrance air conditioning hardwood floors or carpet fully equipped kitchens,4,1,1,3,1,1,0,0,0,1,1,0,1,2,1,1,0,0,1,1,0,1,1,1
